Date,Raw_Close,Adj_Close,Daily_Return_Pct,Cum_Return_Pct
2021-04-15,34.76,30.17,0.834,166.22
2021-04-16,34.81,30.22,0.1438,166.6
2021-04-19,34.88,30.27,0.1795,167.08
2021-04-20,34.81,30.22,-0.1792,166.6
2021-04-21,34.5,29.95,-0.8977,164.21
2021-04-22,34.47,29.92,-0.0725,164.01
2021-04-23,34.79,30.19,0.9065,166.41
2021-04-26,35.3,30.64,1.4732,170.33
2021-04-27,35.31,30.65,0.0354,170.43
2021-04-28,35.1,30.47,-0.6018,168.8
2021-04-29,35.15,30.51,0.1425,169.18
2021-05-03,34.56,30.0,-1.6714,164.68
2021-05-04,34.26,29.74,-0.868,162.39
2021-05-05,33.94,29.46,-0.9485,159.9
2021-05-06,34.24,29.72,0.884,162.2
2021-05-07,34.85,30.25,1.789,166.89
2021-05-10,34.61,30.04,-0.6815,165.07
2021-05-11,33.31,28.91,-3.7559,155.11
2021-05-12,32.35,28.08,-2.8893,147.74
2021-05-13,31.88,27.67,-1.4683,144.1
2021-05-14,32.24,27.98,1.1373,146.88
2021-05-17,31.62,27.45,-1.9,142.19
2021-05-18,33.08,28.71,4.585,153.29
2021-05-19,32.85,28.51,-0.6803,151.57
2021-05-20,32.62,28.32,-0.6849,149.85
2021-05-21,33.09,28.72,1.4176,153.39
2021-05-24,33.04,28.68,-0.1511,153.01
2021-05-25,33.6,29.16,1.7026,157.31
2021-05-26,33.62,29.19,0.0744,157.5
2021-05-27,33.39,28.98,-0.7063,155.69
2021-05-28,33.95,29.47,1.6848,159.99
2021-05-31,34.28,29.75,0.9573,162.48
2021-06-01,34.42,29.88,0.4376,163.63
2021-06-02,34.42,29.88,0.0,163.63
2021-06-03,34.4,29.86,-0.0726,163.44
2021-06-04,34.24,29.72,-0.4724,162.2
2021-06-07,34.33,29.79,0.2556,162.87
2021-06-08,34.12,29.62,-0.5827,161.33
2021-06-09,33.88,29.4,-0.7326,159.42
2021-06-10,34.4,29.86,1.5498,163.44
2021-06-11,34.53,29.97,0.3633,164.4
2021-06-15,34.71,30.13,0.5431,165.83
2021-06-16,34.67,30.1,-0.108,165.55
2021-06-17,34.58,30.01,-0.2884,164.78
2021-06-18,34.5,29.95,-0.2169,164.21
2021-06-21,33.67,29.23,-2.3913,157.89
2021-06-22,33.71,29.26,0.1114,158.17
2021-06-23,34.26,29.74,1.6314,162.39
2021-06-24,34.17,29.66,-0.2554,161.72
2021-06-25,34.24,29.72,0.1829,162.2
2021-06-28,34.3,29.77,0.1825,162.67
2021-06-29,34.4,29.86,0.2916,163.44
2021-06-30,34.74,30.15,0.9811,166.02
2021-07-01,34.58,30.01,-0.4678,164.78
2021-07-02,34.58,30.01,0.0,164.78
2021-07-05,34.9,30.29,0.94,167.27
2021-07-06,34.94,30.33,0.1075,167.56
2021-07-07,34.75,30.16,-0.5367,166.12
2021-07-08,34.71,30.13,-0.1079,165.83
2021-07-09,34.44,29.89,-0.7922,163.73
2021-07-12,34.75,30.16,0.9074,166.12
2021-07-13,35.04,30.41,0.8273,168.32
2021-07-14,35.12,30.49,0.2497,168.99
2021-07-15,35.45,30.77,0.9253,171.48
2021-07-16,34.97,30.36,-1.3399,167.84
2021-07-19,34.58,30.01,-1.1437,164.78
2021-07-20,34.3,29.77,-0.7954,162.67
2021-07-21,34.17,29.74,-0.1096,162.39
2021-07-22,34.41,29.95,0.6949,164.21
2021-07-23,34.41,29.95,0.0,164.21
2021-07-26,34.11,29.68,-0.8718,161.91
2021-07-27,34.1,29.67,-0.0366,161.81
2021-07-28,33.56,29.21,-1.5763,157.68
2021-07-29,34.12,29.7,1.676,162.0
2021-07-30,34.01,29.6,-0.3297,161.14
2021-08-02,34.47,30.0,1.3598,164.69
